index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,hallux,toes,met1,met3,met5,arch,heelL,heelR
140,[156.62468555],[154.38842139],[9.28025684],[0.00426105],[0.08894951],[34.90549029],[0.14990234],[2072.10009766],[1573.22509766],[4087],[4088],[4094],[4089],[4083],[4090],[4087],[3946]
141,[156.59116553],[154.57038721],[9.27067969],[34.89164187],[0.10120004],[34.90176187],[0.14990234],[1880.22509766],[1266.22509766],[4091],[4092],[4089],[4089],[4091],[4091],[4091],[3942]
142,[156.53849121],[154.49855859],[9.31377686],[0.00532632],[0.07616634],[0.00053263],[0.14990234],[1880.22509766],[1266.22509766],[4095],[4095],[4088],[4091],[4085],[4090],[4089],[3946]
143,[156.62468555],[154.49377002],[9.32814258],[0.02077264],[0.04314317],[34.90122924],[0.14990234],[2033.72509766],[1151.10009766],[4090],[4093],[4090],[4093],[4089],[4087],[4086],[3939]
144,[156.61031982],[154.53686719],[9.42391406],[0.00692421],[0.01384843],[34.90016397],[0.14990234],[2263.97509766],[1381.35009766],[4094],[4086],[4088],[4091],[4085],[4092],[4093],[3937]
145,[156.69651416],[154.45067285],[9.40475977],[0.00745684],[0.01491369],[34.9022945],[0.14990234],[1726.72509766],[1035.97509766],[4093],[4091],[4089],[4091],[4090],[4094],[4079],[3939]
146,[156.66299414],[154.56081006],[9.35208545],[0.02556632],[0.03568633],[0.00426105],[0.14990234],[1726.72509766],[1035.97509766],[4085],[4085],[4086],[4087],[4087],[4090],[4087],[3931]
147,[156.55285693],[154.43630713],[9.30419971],[0.02556632],[0.04793686],[34.90602292],[0.14990234],[1918.60009766],[1227.85009766],[4091],[4088],[4083],[4092],[4091],[4090],[4093],[3940]
148,[156.53370264],[154.60390723],[9.17011963],[0.05326318],[0.02077264],[34.90069661],[0.14990234],[2110.47509766],[1342.97509766],[4089],[4091],[4093],[4092],[4095],[4091],[4094],[3934]
149,[156.64862842],[154.51292432],[9.19885107],[0.05858949],[0.00106526],[34.90602292],[0.14990234],[2110.47509766],[1342.97509766],[4091],[4088],[4091],[4092],[4091],[4095],[4085],[3932]
150,[156.7443999],[154.42672998],[9.3616626],[0.06338318],[34.90282713],[34.89909871],[0.14990234],[2072.10009766],[1266.22509766],[4093],[4091],[4092],[4088],[4087],[4088],[4091],[3931]
151,[156.70609131],[154.39320996],[9.12702246],[0.08841687],[34.8905766],[34.88738081],[0.14990234],[2033.72509766],[1726.72509766],[4085],[4087],[4088],[4092],[4088],[4088],[4084],[3931]
152,[156.58158838],[154.59433008],[9.47658838],[0.13156005],[34.86767344],[34.89164187],[0.14990234],[2033.72509766],[1342.97509766],[4087],[4087],[4092],[4086],[4088],[4087],[4095],[3933]
153,[155.40359912],[154.28307275],[5.20518018],[34.8000292],[0.14966953],[34.8000292],[0.14990234],[1688.35009766],[1074.35009766],[4094],[4094],[4085],[4089],[4091],[4088],[4078],[3934]
154,[155.50415918],[155.71485645],[10.51092041],[34.65834915],[34.80535552],[34.8921745],[0.14990234],[1688.35009766],[1074.35009766],[4091],[4088],[4085],[4088],[4089],[4094],[4087],[3944]
155,[156.40919971],[154.53686719],[11.05681787],[34.85489027],[34.47725435],[34.89483766],[0.14990234],[1995.35009766],[1573.22509766],[4095],[4091],[4086],[4092],[4088],[4085],[4088],[3938]
156,[0.01436572],[154.40278711],[9.05519385],[34.68711127],[34.67805653],[34.90549029],[0.14990234],[1726.72509766],[1534.85009766],[4094],[4095],[4091],[4095],[4094],[4093],[4085],[3945]
157,[0.11492578],[154.69489014],[8.96899951],[0.15978953],[34.77499551],[34.90016397],[0.14990234],[1726.72509766],[1534.85009766],[4094],[4093],[4088],[4092],[4088],[4091],[4088],[3951]
158,[0.42139453],[155.07797607],[9.04082813],[34.83411764],[0.08309056],[34.8921745],[0.14990234],[1880.22509766],[1688.35009766],[4091],[4092],[4090],[4095],[4092],[4095],[4094],[3958]
159,[156.65341699],[153.95744971],[9.75432568],[0.02077264],[0.17150743],[0.00639158],[0.14990234],[1803.47509766],[1496.47509766],[4089],[4085],[4091],[4091],[4095],[4089],[4091],[4087]
160,[156.51454834],[155.13065039],[8.88759375],[0.11771162],[0.09480845],[34.88418502],[0.14990234],[1688.35009766],[1266.22509766],[4085],[4090],[4093],[4087],[4092],[4087],[4095],[4088]
161,[156.39004541],[154.53686719],[9.23237109],[34.79523552],[0.],[34.90122924],[0.14990234],[1688.35009766],[1266.22509766],[4094],[4094],[4087],[4086],[4092],[4088],[4086],[4092]
162,[156.80665137],[154.24955273],[9.46701123],[0.07989477],[34.81654079],[34.89164187],[0.14990234],[1726.72509766],[1611.60009766],[4087],[4095],[4092],[4087],[4090],[4088],[4088],[4088]
163,[0.15802295],[154.83854736],[9.15575391],[0.0351537],[0.04793686],[34.89803345],[0.14990234],[1841.85009766],[1035.97509766],[4093],[4091],[4089],[4091],[4088],[4093],[4088],[4088]
164,[156.25596533],[154.34532422],[9.30419971],[0.06657897],[0.05060002],[34.8905766],[0.14990234],[1841.85009766],[1035.97509766],[4093],[4094],[4090],[4092],[4089],[4091],[4088],[4087]
165,[156.87847998],[154.92953027],[9.13659961],[0.04900212],[34.85329238],[34.89963134],[0.14990234],[1688.35009766],[1573.22509766],[4095],[4095],[4091],[4089],[4090],[4095],[4084],[4092]
166,[156.82101709],[154.43630713],[9.42870264],[34.8469008],[0.02982738],[34.90442503],[0.14990234],[1649.97509766],[767.35009766],[4091],[4087],[4095],[4084],[4092],[4089],[4085],[4089]
167,[156.64383984],[154.72362158],[9.28983398],[0.10652635],[0.01917474],[34.9038924],[0.14990234],[1649.97509766],[767.35009766],[4091],[4092],[4089],[4094],[4092],[4087],[4087],[4083]
168,[156.67735986],[154.63742725],[9.3616626],[34.87619554],[0.03568633],[34.9038924],[0.14990234],[1496.47509766],[1381.35009766],[4086],[4090],[4095],[4090],[4095],[4092],[4095],[4088]
169,[156.64383984],[154.37405566],[9.42870264],[0.02077264],[34.89590292],[34.89110923],[0.14990234],[1803.47509766],[1074.35009766],[4086],[4083],[4091],[4087],[4095],[4086],[4091],[4088]
170,[0.00957715],[154.63742725],[9.24194824],[0.06285055],[0.01012],[34.89803345],[0.14990234],[1880.22509766],[1266.22509766],[4089],[4095],[4089],[4087],[4087],[4091],[4089],[4093]
171,[156.47623975],[154.54165576],[9.44306836],[0.01384843],[0.04633896],[34.89963134],[0.14990234],[1880.22509766],[1266.22509766],[4095],[4095],[4086],[4094],[4092],[4094],[4088],[4092]
172,[156.71566846],[154.68052441],[9.29941113],[0.0671116],[34.89270713],[34.89643555],[0.14990234],[1649.97509766],[1419.72509766],[4094],[4093],[4087],[4094],[4092],[4091],[4087],[4092]
173,[156.84017139],[154.56081006],[9.23715967],[34.90282713],[0.03675159],[34.89164187],[0.14990234],[1803.47509766],[1496.47509766],[4092],[4090],[4088],[4093],[4089],[4091],[4090],[4088]
174,[156.60553125],[154.46503857],[9.54841699],[0.03462106],[0.03994738],[34.88631555],[0.14990234],[1803.47509766],[1496.47509766],[4088],[4087],[4091],[4090],[4089],[4090],[4095],[4087]
175,[156.86890283],[154.68052441],[9.323354],[0.01810948],[0.02663159],[34.88418502],[0.14990234],[1918.60009766],[1611.60009766],[4084],[4086],[4091],[4087],[4095],[4087],[4089],[4087]
176,[156.68693701],[154.27828418],[9.26110254],[0.01331579],[0.03249054],[34.89110923],[0.14990234],[1611.60009766],[997.60009766],[4087],[4089],[4091],[4087],[4093],[4089],[4089],[4091]
177,[156.82101709],[154.54165576],[9.29462256],[0.03994738],[0.01012],[34.90016397],[0.14990234],[1649.97509766],[1342.97509766],[4095],[4095],[4087],[4094],[4086],[4095],[4086],[4095]
178,[156.55764551],[154.41715283],[9.27546826],[0.0234358],[0.01757685],[34.89643555],[0.14990234],[1496.47509766],[1496.47509766],[4095],[4091],[4087],[4095],[4092],[4091],[4088],[4092]
179,[156.75397705],[154.60390723],[9.33771973],[0.02663159],[0.01331579],[34.89323976],[0.14990234],[1496.47509766],[1496.47509766],[4091],[4086],[4093],[4089],[4094],[4091],[4087],[4090]
180,[156.68214844],[154.56559863],[9.27067969],[0.00106526],[0.02769685],[34.90176187],[0.14990234],[1726.72509766],[1035.97509766],[4095],[4094],[4091],[4086],[4094],[4087],[4094],[4090]
181,[156.66778271],[154.36447852],[9.31856543],[0.02450106],[34.90602292],[34.89323976],[0.14990234],[1995.35009766],[882.47509766],[4095],[4095],[4088],[4093],[4088],[4091],[4088],[4089]
182,[156.77791992],[154.52250146],[9.23237109],[34.89963134],[0.01438106],[34.87672818],[0.14990234],[1995.35009766],[882.47509766],[4094],[4095],[4086],[4087],[4086],[4095],[4089],[4093]
183,[156.65820557],[154.51292432],[9.32814258],[0.00372842],[0.01012],[34.87726081],[0.14990234],[1611.60009766],[1496.47509766],[4091],[4093],[4091],[4091],[4095],[4094],[4091],[4091]
184,[156.61031982],[154.55123291],[9.32814258],[34.90549029],[0.00479369],[34.87619554],[0.14990234],[1688.35009766],[1381.35009766],[4090],[4089],[4095],[4083],[4091],[4089],[4088],[4091]
185,[156.59116553],[154.57996436],[9.26589111],[34.87566291],[34.89004397],[34.87193449],[0.14990234],[1726.72509766],[1419.72509766],[4088],[4090],[4091],[4088],[4091],[4087],[4091],[4089]
186,[156.60553125],[154.58475293],[9.33771973],[34.86927133],[34.85915133],[34.86980396],[0.14990234],[1726.72509766],[1419.72509766],[4091],[4085],[4088],[4084],[4090],[4089],[4087],[4092]
187,[156.6342627],[154.70925586],[9.36645117],[34.81760605],[34.8000292],[34.86660817],[0.14990234],[1880.22509766],[1381.35009766],[4095],[4090],[4091],[4093],[4088],[4095],[4086],[4095]
188,[156.51454834],[154.63742725],[9.20842822],[34.77179972],[34.69456811],[34.85755343],[0.14990234],[1649.97509766],[959.22509766],[4087],[4091],[4030],[4095],[4087],[4091],[4089],[4092]
189,[0.57462891],[154.2926499],[9.12702246],[34.74996182],[34.65888178],[34.8671408],[0.14990234],[1649.97509766],[959.22509766],[4091],[4095],[3975],[4086],[4085],[4086],[4090],[4089]
190,[0.44054883],[154.42672998],[9.26110254],[34.85169448],[0.12303794],[34.813345],[0.14990234],[1573.22509766],[1342.97509766],[4095],[4095],[3961],[4094],[4090],[4095],[4093],[4087]
191,[156.25117676],[154.55602148],[8.92590234],[34.84796606],[0.06924213],[34.83145448],[0.14990234],[1995.35009766],[1381.35009766],[4086],[4091],[3959],[4087],[4092],[4092],[4094],[4086]
192,[0.03352002],[154.35490137],[9.64897705],[34.8117471],[34.86607554],[34.8788587],[0.14990234],[1995.35009766],[1573.22509766],[4094],[4095],[3951],[4089],[4091],[4091],[4087],[4092]
193,[0.1292915],[154.45067285],[9.30419971],[34.90122924],[0.07403582],[34.88951134],[0.14990234],[1995.35009766],[1573.22509766],[4093],[4095],[3950],[4095],[4091],[4091],[4088],[4089]
194,[156.7443999],[154.29743848],[9.1940625],[34.86021659],[0.08841687],[34.86554291],[0.14990234],[1419.72509766],[1266.22509766],[4086],[4086],[3950],[4090],[4083],[4089],[4083],[4091]
195,[156.64383984],[154.26391846],[9.49574268],[0.03142527],[0.07084003],[34.85489027],[0.14990234],[1688.35009766],[1573.22509766],[4087],[4094],[3948],[4094],[4092],[4087],[4088],[4088]
196,[156.50497119],[154.60390723],[9.24194824],[0.02822948],[34.86074922],[34.89537029],[0.14990234],[1688.35009766],[1573.22509766],[4095],[4095],[3944],[4095],[4092],[4094],[4090],[4095]
197,[0.08619434],[154.3309585],[9.34729687],[0.01384843],[34.84104185],[34.9038924],[0.14990234],[1458.10009766],[1151.10009766],[4091],[4093],[3943],[4094],[4079],[4087],[4092],[4093]
198,[0.08619434],[154.52250146],[9.42870264],[0.05912213],[0.00798948],[34.88631555],[0.14990234],[1611.60009766],[1381.35009766],[4094],[4091],[3944],[4089],[4093],[4095],[4092],[4092]
199,[156.83538281],[154.69489014],[9.22279395],[0.00798948],[0.03888212],[0.00692421],[0.14990234],[1419.72509766],[1189.47509766],[4088],[4095],[3942],[4095],[4089],[4092],[4092],[4095]
200,[156.87847998],[154.34532422],[9.1940625],[0.00213053],[0.07669897],[0.00372842],[0.14990234],[1419.72509766],[1189.47509766],[4085],[4088],[3950],[4090],[4087],[4091],[4089],[4092]
201,[156.83059424],[154.52250146],[9.28983398],[0.00053263],[0.10386319],[0.02024001],[0.14990234],[1841.85009766],[1227.85009766],[4090],[4092],[3949],[4085],[4091],[4091],[4092],[4091]
202,[156.79707422],[154.51771289],[9.12223389],[34.8671408],[0.09960214],[0.04154528],[0.14990234],[1573.22509766],[959.22509766],[4094],[4090],[3958],[4091],[4089],[4093],[4089],[4094]
203,[156.44271973],[153.89040967],[9.55799414],[0.02556632],[34.90282713],[0.05858949],[0.14990234],[1573.22509766],[959.22509766],[4095],[4095],[3964],[4087],[4090],[4095],[4093],[4093]
204,[156.37089111],[153.72759814],[8.50929639],[0.2146506],[34.72759128],[0.01331579],[0.14990234],[1381.35009766],[1419.72509766],[4091],[4093],[4081],[4093],[4079],[4091],[4094],[4087]
205,[0.62730322],[153.77069531],[8.54760498],[0.12942952],[34.73664602],[0.03994738],[0.14990234],[1381.35009766],[1534.85009766],[4094],[4095],[4090],[4095],[4092],[4087],[4088],[4091]
206,[0.10534863],[153.91435254],[9.81657715],[0.13209268],[0.20772639],[0.02769685],[0.14990234],[1458.10009766],[1342.97509766],[4087],[4092],[4091],[4087],[4087],[4087],[4092],[4087]
207,[156.62947412],[154.69489014],[9.05519385],[0.11504846],[0.10972214],[34.88951134],[0.14990234],[1458.10009766],[1342.97509766],[4093],[4089],[4093],[4089],[4093],[4087],[4089],[4081]
208,[156.60553125],[154.71883301],[9.49574268],[34.85542291],[0.07030739],[34.89110923],[0.14990234],[1266.22509766],[1611.60009766],[4087],[4090],[4095],[4087],[4087],[4093],[4085],[4087]
209,[156.43314258],[154.41236426],[9.76390283],[34.9038924],[34.82239974],[34.9022945],[0.14990234],[1458.10009766],[1227.85009766],[4094],[4087],[4093],[4092],[4090],[4093],[4085],[4090]
210,[156.74918848],[154.84333594],[9.24673682],[34.85329238],[34.7211997],[34.89164187],[0.14990234],[1458.10009766],[1227.85009766],[4095],[4092],[4090],[4095],[4092],[4090],[4086],[4090]
211,[0.0191543],[154.1633584],[9.51968555],[0.00639158],[0.14168005],[34.88471765],[0.14990234],[1803.47509766],[1266.22509766],[4095],[4093],[4091],[4095],[4087],[4093],[4088],[4088]
212,[156.06442236],[154.7379873],[9.14138818],[0.06178529],[34.9022945],[34.89803345],[0.14990234],[1649.97509766],[1534.85009766],[4090],[4095],[4087],[4087],[4085],[4090],[4092],[4089]
213,[0.30168018],[154.49855859],[9.31856543],[34.82080184],[34.83944395],[0.],[0.14990234],[1419.72509766],[1189.47509766],[4092],[4088],[3979],[4089],[4093],[4094],[4092],[4091]
214,[156.35652539],[154.30701563],[9.18927393],[0.09427582],[0.07297055],[34.90282713],[0.14990234],[1419.72509766],[1189.47509766],[4094],[4087],[3966],[4095],[4079],[4095],[4093],[4092]
215,[156.73003418],[154.72841016],[9.12702246],[34.89377239],[34.85808606],[34.89909871],[0.14990234],[1573.22509766],[1035.97509766],[4089],[4087],[3959],[4092],[4090],[4087],[4092],[4086]
216,[0.09098291],[154.29743848],[9.48137695],[34.87619554],[0.04261054],[34.89803345],[0.14990234],[1688.35009766],[1496.47509766],[4087],[4095],[3954],[4089],[4088],[4093],[4087],[4089]
217,[156.47623975],[154.52729004],[9.18448535],[0.08735161],[0.03302317],[34.90282713],[0.14990234],[1688.35009766],[1496.47509766],[4095],[4095],[3948],[4085],[4090],[4092],[4090],[4092]
218,[0.11971436],[154.36447852],[9.34729687],[34.85329238],[0.00692421],[34.89537029],[0.14990234],[1611.60009766],[1266.22509766],[4090],[4087],[3942],[4087],[4085],[4090],[4086],[4091]
219,[156.77313135],[154.24476416],[9.37123975],[0.04900212],[0.04154528],[0.00053263],[0.14990234],[1803.47509766],[997.60009766],[4092],[4095],[3914],[4083],[4089],[4092],[4092],[4087]
220,[156.76834277],[154.78108447],[9.1940625],[0.05486107],[0.00426105],[34.90495766],[0.14990234],[1803.47509766],[1189.47509766],[4093],[4095],[3893],[4087],[4084],[4093],[4091],[4095]
221,[156.76834277],[154.45067285],[9.23237109],[34.89323976],[0.02556632],[0.00053263],[0.14990234],[1803.47509766],[1189.47509766],[4089],[4092],[3894],[4033],[4091],[4083],[4091],[4091]
222,[156.84017139],[154.49377002],[9.35687402],[0.07350318],[0.02130527],[0.0015979],[0.14990234],[1381.35009766],[1419.72509766],[4087],[4091],[3897],[3975],[4089],[4091],[4092],[4088]
223,[156.75876562],[154.60390723],[9.10786816],[34.88471765],[0.01757685],[34.90176187],[0.14990234],[1841.85009766],[1419.72509766],[4089],[4090],[3922],[3963],[4088],[4086],[4092],[4089]
224,[156.7635542],[154.32616992],[9.42391406],[0.00745684],[0.00479369],[34.90442503],[0.14990234],[1841.85009766],[1419.72509766],[4087],[4087],[3940],[3971],[4079],[4093],[4089],[4091]
225,[156.90242285],[154.63263867],[9.23715967],[0.06498108],[0.02876212],[34.89164187],[0.14990234],[1611.60009766],[1266.22509766],[4087],[4091],[3941],[4008],[4086],[4087],[4092],[4085]
226,[156.74918848],[154.53207861],[9.25152539],[0.00692421],[0.00426105],[34.90495766],[0.14990234],[1726.72509766],[1035.97509766],[4089],[4093],[3946],[4007],[4079],[4095],[4089],[4088]
227,[156.84974854],[154.3118042],[9.24673682],[0.08096003],[0.02396843],[34.90069661],[0.14990234],[1726.72509766],[1035.97509766],[4093],[4094],[3952],[4092],[4090],[4094],[4090],[4087]
228,[156.79707422],[154.64700439],[9.1940625],[0.0569916],[0.03728422],[0.00745684],[0.14990234],[1803.47509766],[1496.47509766],[4094],[4087],[3951],[4087],[4094],[4087],[4094],[4094]
229,[156.86890283],[154.28786133],[9.3616626],[0.06657897],[0.01012],[0.00319579],[0.14990234],[1649.97509766],[1227.85009766],[4095],[4090],[3958],[4094],[4090],[4093],[4089],[4095]
230,[156.7635542],[154.52729004],[9.20363965],[0.09587372],[0.05006739],[0.00958737],[0.14990234],[1726.72509766],[1227.85009766],[4088],[4091],[3973],[4087],[4091],[4092],[4093],[4090]
231,[0.09577148],[154.36926709],[9.39518262],[0.08522108],[0.07403582],[0.0218379],[0.14990234],[1726.72509766],[1227.85009766],[4087],[4094],[4088],[4087],[4090],[4087],[4092],[4090]
232,[0.15802295],[154.27349561],[9.33293115],[0.15499584],[0.17363796],[0.01491369],[0.14990234],[1726.72509766],[1035.97509766],[4090],[4089],[4084],[4089],[4088],[4089],[4084],[4087]
233,[156.78749707],[154.64221582],[9.21800537],[0.14008216],[0.32170959],[0.00426105],[0.14990234],[1496.47509766],[1266.22509766],[4092],[4087],[4089],[4091],[4091],[4092],[4089],[4089]
234,[156.40919971],[154.48419287],[9.42870264],[0.10759162],[0.27110957],[34.86287975],[0.14990234],[1496.47509766],[1266.22509766],[4087],[4095],[4092],[4091],[4095],[4091],[4091],[4090]
235,[155.99738232],[154.82897021],[9.05040527],[0.06657897],[34.87726081],[34.90282713],[0.14990234],[1458.10009766],[1151.10009766],[4095],[4091],[4087],[4094],[4092],[4095],[4083],[3955]
236,[0.02394287],[154.17772412],[9.4909541],[34.83944395],[34.81387763],[34.90495766],[0.14990234],[2033.72509766],[1227.85009766],[4088],[4094],[4092],[4095],[4091],[4087],[4088],[3946]
237,[0.09098291],[154.2926499],[9.49574268],[0.07297055],[34.90602292],[0.00479369],[0.14990234],[1726.72509766],[1227.85009766],[4094],[4094],[4091],[4091],[4093],[4090],[4087],[3941]
238,[0.0191543],[154.61348438],[9.25631396],[0.05592634],[0.12783162],[0.00426105],[0.14990234],[1726.72509766],[1227.85009766],[4089],[4092],[4092],[4087],[4093],[4090],[4084],[3948]
239,[156.37089111],[154.48419287],[9.26589111],[0.03781686],[0.12889689],[34.89164187],[0.14990234],[1458.10009766],[1227.85009766],[4095],[4095],[4090],[4087],[4087],[4091],[4088],[3942]
240,[156.8928457],[154.79066162],[9.28504541],[34.90176187],[34.84050922],[34.9038924],[0.14990234],[1304.60009766],[1381.35009766],[4090],[4092],[4092],[4083],[4094],[4087],[4088],[3905]
241,[0.0191543],[154.30701563],[9.48137695],[34.87299975],[0.01917474],[34.89643555],[0.14990234],[1304.60009766],[1381.35009766],[4090],[4089],[4092],[4095],[4086],[4091],[4088],[3895]
242,[156.72524561],[154.3309585],[9.41912549],[0.08681898],[0.05645897],[34.9022945],[0.14990234],[1649.97509766],[1611.60009766],[4090],[4090],[4089],[4087],[4090],[4091],[4090],[3889]
